"GRAD_DEBT_MDN_SUPP","TUITFTE","CONTROL","TUITIONFEE_IN","TUITIONFEE_OUT","AVGFACSAL","INEXPFTE","INSTNM","OPEID","CCSIZSET","CCUGPROF","ADM_RATE","RELAFFIL","RET_FT4","RET_FTL4","RET_PT4","RET_PTL4","NPT4_PUB","NPT4_PRIV","NPT4_PROG","NPT4_OTHER","NPT41_PUB","NPT42_PUB","NPT43_PUB","NPT44_PUB","NPT45_PUB","NPT41_PRIV","NPT42_PRIV","NPT43_PRIV","NPT44_PRIV","NPT45_PRIV","NPT41_PROG","NPT42_PROG","NPT43_PROG","NPT44_PROG","NPT45_PROG","NPT41_OTHER","NPT42_OTHER","NPT43_OTHER","NPT44_OTHER","NPT45_OTHER","NPT4_048_PUB","NPT4_048_PRIV","NPT4_048_PROG","NPT4_048_OTHER","NPT4_3075_PUB","NPT4_3075_PRIV","NPT4_75UP_PUB","NPT4_75UP_PRIV","NPT4_3075_PROG","NPT4_3075_OTHER","NPT4_75UP_PROG","NPT4_75UP_OTHER","PAR_ED_PCT_1STGEN","PAR_ED_PCT_MS","PAR_ED_PCT_HS","PAR_ED_PCT_PS","INC_PCT_LO" 
"14973.5",3386,3,NA,NA,NA,4617,"Headquarters Academy of Hair Design Inc",2298200,NA,NA,NA,NA,NA,0.9167,NA,NA,NA,8113,NA,NA,NA,NA,NA,NA,NA,7171,8369,8636,12369,12119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7219,NA,NA,NA,8569,NA,12269,NA,NA,NA,NA,"0.476190476","0.047619048","0.428571429","0.523809524","0.64"
"27000",7800,2,18494,18494,6234,6849,"University of Jamestown",299000,8,11,0.5689,66,0.6109,NA,0,NA,NA,15555,NA,NA,NA,NA,NA,NA,NA,14018,15989,15840,17000,15060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14776,NA,NA,NA,15887,NA,15892,NA,NA,NA,NA,"0.221461187","0.006849315","0.214611872","0.778538813","0.242236025"
"15515",3567,3,NA,NA,NA,2367,"Josef's School of Hair Design Inc-Fargo Downtown",775600,NA,NA,NA,NA,NA,0.5238,NA,NA,NA,10724,NA,NA,NA,NA,NA,NA,NA,10255,9102,12282,14849,14849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10136,NA,NA,NA,10692,NA,14849,NA,NA,NA,NA,"0.365591398","0.053763441","0.311827957","0.634408602","0.648648649"
"8650",3484,1,4037,4037,5845,6335,"Lake Region State College",299100,2,1,NA,NA,NA,0.522,NA,0.4545,8325,NA,NA,NA,6099,7158,9065,10816,10865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6433,NA,NA,NA,8132,NA,10832,NA,NA,NA,NA,NA,"0.335205993","0.018726592","0.316479401","0.664794008","0.469798658"
NA,2812,1,3300,3300,3885,25432,"Cankdeska Cikana Community College",2236500,1,2,NA,NA,NA,0.5294,NA,0.2,6833,NA,NA,NA,6822,7179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6833,NA,NA,NA,7179,NA,NA,NA,NA,NA,NA,NA,"0.363636364","0.054545455","0.309090909","0.636363636","0.907407407"
"23152",13334,2,14730,14730,6158,6616,"University of Mary",299200,10,8,0.8307,30,0.7057,NA,NA,NA,NA,15029,NA,NA,NA,NA,NA,NA,NA,10286,12123,14285,16089,17233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11143,NA,NA,NA,13421,NA,16651,NA,NA,NA,NA,"0.25337487","0.009345794","0.244029076","0.74662513","0.247553816"
"21652",5023,1,6353,8675,5460,8050,"Mayville State University",299300,6,9,NA,NA,0.5592,NA,1,NA,12236,NA,NA,NA,8954,9955,11786,13513,14643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9454,NA,NA,NA,11127,NA,13827,NA,NA,NA,NA,NA,"0.320261438","0.017429194","0.302832244","0.679738562","0.359126984"
"13000",6267,2,NA,NA,6761,7225,"Sanford College of Nursing",935400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.378640777"
"22000",4815,1,6086,6086,6338,8038,"Minot State University",299400,10,8,0.5662,NA,0.6818,NA,0.4783,NA,10584,NA,NA,NA,8068,7997,10706,12395,12955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8036,NA,NA,NA,9574,NA,12627,NA,NA,NA,NA,NA,"0.353515625","0.020507813","0.333007813","0.646484375","0.384753363"
"PrivacySuppressed",928,3,NA,NA,NA,12247,"Moler Barber College",3087200,NA,NA,NA,NA,NA,1,NA,NA,NA,8739,NA,NA,NA,NA,NA,NA,NA,8739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"24500",9376,1,7508,17794,8361,16008,"University of North Dakota",300500,16,11,0.737,NA,0.7502,NA,0.3846,NA,16931,NA,NA,NA,13479,15512,16183,18194,18996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14338,NA,NA,NA,15923,NA,18545,NA,NA,NA,NA,NA,"0.205845616","0.007744192","0.198101424","0.794154384","0.233640444"
"12000",3486,1,4094,9902,5728,7540,"North Dakota State College of Science",299600,2,2,NA,NA,NA,0.6319,NA,0.5645,9971,NA,NA,NA,7855,7853,10180,12018,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7855,NA,NA,NA,9386,NA,12185,NA,NA,NA,NA,NA,"0.275725594","0.009894459","0.265831135","0.724274406","PrivacySuppressed"
"11875",2701,1,4029,5630,4437,5137,"Dakota College at Bottineau",299500,1,2,NA,NA,NA,0.3521,NA,0.0909,9290,NA,NA,NA,7401,7744,8944,11074,12024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7521,NA,NA,NA,8487,NA,11549,NA,NA,NA,NA,NA,"0.336842105","0.021052632","0.315789474","0.663157895","0.502242153"
"25050",7681,1,7660,18242,8163,7707,"North Dakota State University-Main Campus",299700,16,11,0.841,NA,0.7805,NA,0.5,NA,14404,NA,NA,NA,10296,10884,14071,16030,16519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10604,NA,NA,NA,12992,NA,16241,NA,NA,NA,NA,NA,"0.196717626","0.006744604","0.189973022","0.803282374","0.204296546"
"12000",2108,1,3624,5037,6235,13653,"Williston State College",300700,2,2,NA,NA,NA,0.5828,NA,0.1538,8805,NA,NA,NA,6562,4575,9907,10609,11765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6452,NA,NA,NA,9240,NA,10970,NA,NA,NA,NA,NA,"0.396648045","0.030726257","0.365921788","0.603351955","0.479899498"
"10250",8290,3,NA,NA,NA,3293,"JZ Trend Academy Paul Mitchell Partner School",1229500,NA,NA,NA,NA,NA,0.7647,NA,NA,NA,13815,NA,NA,NA,NA,NA,NA,NA,13542,14703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13815,NA,NA,NA,14703,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.644444444"
"PrivacySuppressed",4771,1,3910,3910,5146,3465,"Sitting Bull College",2188200,6,9,NA,NA,NA,NA,NA,NA,420,NA,NA,NA,252,1016,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443,NA,NA,NA,785,NA,NA,NA,NA,NA,NA,NA,"0.343283582","0.014925373","0.328358209","0.656716418","0.82122905"
"26500",12207,2,13900,13900,3762,4058,"Trinity Bible College",1205900,NA,NA,NA,27,0.65,NA,0,NA,NA,17170,NA,NA,NA,NA,NA,NA,NA,17235,17103,17024,16290,18714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17208,NA,NA,NA,17059,NA,17172,NA,NA,NA,NA,"0.355371901","0","0.355371901","0.644628099","0.470588235"
NA,433,2,2250,2250,4841,7433,"Turtle Mountain Community College",2301100,6,9,NA,NA,0.5,NA,NA,NA,NA,3854,NA,NA,NA,NA,NA,NA,NA,3607,4056,5847,NA,6407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3716,NA,NA,NA,4388,NA,6407,NA,NA,NA,NA,"0.308880309","0.081081081","0.227799228","0.691119691","0.811550152"
"12697",4195,2,5210,5210,4820,10000,"United Tribes Technical College",2242900,1,4,NA,NA,0.6957,NA,1,NA,NA,6285,NA,NA,NA,NA,NA,NA,NA,6267,5402,8132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6205,NA,NA,NA,6426,NA,NA,NA,NA,NA,NA,"0.356125356","0.034188034","0.321937322","0.643874644","0.825"
"22777.5",5331,1,6516,14596,5793,10876,"Valley City State University",300800,7,6,0.829,NA,0.6444,NA,0.2857,NA,11664,NA,NA,NA,8654,9307,11479,12890,13186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9066,NA,NA,NA,10712,NA,13001,NA,NA,NA,NA,NA,"0.297619048","0.011904762","0.285714286","0.702380952","PrivacySuppressed"
"14250",2728,3,9352,9352,2875,3150,"ETI Technical College",3079000,1,3,NA,NA,NA,0.5333,NA,0.6,NA,10425,NA,NA,NA,NA,NA,NA,NA,9868,12468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10425,NA,NA,NA,12468,NA,NA,NA,NA,NA,NA,"0.656652361","0.030042919","0.626609442","0.34334764","0.80669145"
"PrivacySuppressed",12702,3,23341,23341,2968,6103,"The Art Institute of Cincinnati",2128600,1,4,0.6,NA,0.8462,NA,NA,NA,NA,26693,NA,NA,NA,NA,NA,NA,NA,24543,27692,28394,32193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25803,NA,NA,NA,27926,NA,32193,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.52"
"19811",14173,3,11964,11964,3610,4175,"Miami-Jacobs Career College-Independence",489814,1,3,NA,NA,NA,0.5,NA,0.3125,NA,26539,NA,NA,NA,NA,NA,NA,NA,26539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.603499079","0.057826888","0.545672192","0.396500921","PrivacySuppressed"
"22822",7687,3,10800,10800,3869,7822,"Akron Institute of Herzing University",962105,2,3,0.75,NA,1,NA,NA,NA,NA,20301,NA,NA,NA,NA,NA,NA,NA,20059,20094,21736,NA,20911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20062,NA,NA,NA,21139,NA,20911,NA,NA,NA,NA,"0.517776439","0.045344983","0.472431455","0.482223561","0.744008715"
"26812",9302,1,10054,18418,9209,8567,"University of Akron Main Campus",312300,15,10,0.9649,NA,0.6636,NA,0.3282,NA,17777,NA,NA,NA,15408,16216,18825,21074,21329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15636,NA,NA,NA,17601,NA,21183,NA,NA,NA,NA,NA,"0.430148289","0.016055302","0.414092987","0.569851712","PrivacySuppressed"
"PrivacySuppressed",5005,1,NA,NA,NA,16110,"Akron School of Practical Nursing",819400,NA,NA,0.7705,NA,NA,0.6129,NA,NA,10802,NA,NA,NA,10586,11381,14969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10679,NA,NA,NA,12099,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"26812",7958,1,6116,12964,7475,7329,"University of Akron Wayne College",312301,2,2,NA,NA,NA,0.608,NA,0.4691,10943,NA,NA,NA,9281,9213,12153,13912,13993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9258,NA,NA,NA,10740,NA,13931,NA,NA,NA,NA,NA,"0.430148289","0.016055302","0.414092987","0.569851712","PrivacySuppressed"
NA,5635,2,4800,4800,1716,2625,"Allegheny Wesleyan College",3457300,NA,NA,NA,79,0.4545,NA,NA,NA,NA,5336,NA,NA,NA,NA,NA,NA,NA,4946,3944,6274,7868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4445,NA,NA,NA,5109,NA,7868,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.576923077"
"23166.5",22015,3,15980,15980,4565,6070,"Antonelli College-Cincinnati",1289100,1,2,NA,NA,NA,0.1923,NA,1,NA,21412,NA,NA,NA,NA,NA,NA,NA,21010,23489,NA,24023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21308,NA,NA,NA,23489,NA,24023,NA,NA,NA,NA,"0.507389163","0.05090312","0.456486043","0.492610837","0.91191067"
"8987",2685,1,NA,NA,NA,6275,"Apollo Career Center",2562300,NA,NA,NA,NA,NA,0.7702,NA,0.8581,8841,NA,NA,NA,8527,NA,12978,12978,12978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8527,NA,NA,NA,12978,NA,12978,NA,NA,NA,NA,NA,"0.597609562","0.047808765","0.549800797","0.402390438","0.723905724"
"27000",24802,2,24330,24330,4533,27594,"Art Academy of Cincinnati",301100,NA,NA,0.2548,NA,0.7105,NA,NA,NA,NA,18933,NA,NA,NA,NA,NA,NA,NA,14027,17974,18860,21879,21235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16456,NA,NA,NA,18417,NA,21664,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.305555556"
"6122",7365,1,NA,NA,NA,9233,"Ashland County-West Holmes Career Center",3117000,NA,NA,NA,NA,NA,0.98,NA,0.9091,8822,NA,NA,NA,8867,7342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8822,NA,NA,NA,7342,NA,NA,NA,NA,NA,NA,NA,"0.609589041","0.061643836","0.547945206","0.390410959","0.733333333"
"27000",11903,2,29836,29836,6922,7945,"Ashland University",301200,14,10,0.7438,28,0.737,NA,1,NA,NA,23352,NA,NA,NA,NA,NA,NA,NA,19027,20693,21800,25278,27739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19701,NA,NA,NA,21426,NA,26358,NA,NA,NA,NA,"0.360561583","0.007657945","0.352903638","0.639438417","0.313605857"
"5500",3564,1,NA,NA,NA,9858,"Ashtabula County Technical and Career Campus",2187900,NA,NA,NA,NA,NA,0.75,NA,0.7625,9647,NA,NA,NA,8896,10914,11435,14162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9184,NA,NA,NA,11146,NA,14162,NA,NA,NA,NA,NA,"0.678947368","0.078947368","0.6","0.321052632","0.695454546"
"12666",2628,1,NA,NA,NA,3776,"Auburn Career Center",3051400,NA,NA,NA,NA,NA,0.9412,NA,0.8696,16359,NA,NA,NA,16359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.528735632","0.045977012","0.482758621","0.471264368","0.658536585"
"19000",14864,2,17336,17336,5982,7822,"Aultman College of Nursing and Health Sciences",648700,1,1,1,NA,NA,NA,NA,NA,NA,21401,NA,NA,NA,NA,NA,NA,NA,18491,NA,NA,24311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18491,NA,NA,NA,NA,NA,24311,NA,NA,NA,NA,"0.501976285","0.027667984","0.4743083","0.498023715","0.496323529"
"27000",15293,2,27840,27840,7418,10201,"Baldwin Wallace University",301400,14,10,0.6396,71,0.7921,NA,NA,NA,NA,19046,NA,NA,NA,NA,NA,NA,NA,14658,15005,18380,21204,22313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14795,NA,NA,NA,17149,NA,21868,NA,NA,NA,NA,"0.338948787","0.01212938","0.326819407","0.661051213","PrivacySuppressed"
"17079",2916,1,3452,5876,4817,3319,"Belmont College",994100,2,3,NA,NA,NA,0.449,NA,0.2174,4429,NA,NA,NA,3503,4618,6151,6790,7928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3793,NA,NA,NA,5231,NA,6961,NA,NA,NA,NA,NA,"0.525872443","0.036101083","0.48977136","0.474127557","PrivacySuppressed"
"27000",10693,2,28504,28504,5189,8243,"Bluffton University",301600,11,10,0.5308,69,0.6736,NA,NA,NA,NA,21353,NA,NA,NA,NA,NA,NA,NA,17717,18486,20461,22881,25093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18013,NA,NA,NA,19795,NA,23907,NA,NA,NA,NA,"0.376599634","0.010968921","0.365630713","0.623400366","PrivacySuppressed"
"10666.5",10404,3,13174,13174,4939,4391,"Fortis College-Ravenna",2342705,2,4,NA,NA,NA,0.6375,NA,0.8,NA,19440,NA,NA,NA,NA,NA,NA,NA,18442,23541,23926,25172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18945,NA,NA,NA,23681,NA,25172,NA,NA,NA,NA,"0.573519164","0.043902439","0.529616725","0.426480836","PrivacySuppressed"
"26000",4406,1,4946,12254,6128,4368,"Bowling Green State University-Firelands",301801,2,2,NA,NA,NA,0.548,NA,0.3623,10101,NA,NA,NA,8709,8863,11445,12864,13099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8758,NA,NA,NA,10102,NA,12932,NA,NA,NA,NA,NA,"0.346143363","0.009130553","0.33701281","0.653856637","PrivacySuppressed"
"26000",8604,1,10726,18034,7669,8529,"Bowling Green State University-Main Campus",301800,16,10,0.7247,NA,0.7012,NA,0.3667,NA,17793,NA,NA,NA,14447,15605,18209,19687,20086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14906,NA,NA,NA,17108,NA,19890,NA,NA,NA,NA,NA,"0.346143363","0.009130553","0.33701281","0.653856637","PrivacySuppressed"
"24260.5",14689,3,16565,16565,4359,4166,"Bryant & Stratton College-Parma",267808,6,5,NA,NA,0,NA,NA,NA,NA,16037,NA,NA,NA,NA,NA,NA,NA,15719,16178,17895,20615,20615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15754,NA,NA,NA,16607,NA,20615,NA,NA,NA,NA,"0.539137877","0.049253035","0.489884843","0.460862123","0.798746154"
"3500",8519,1,NA,NA,NA,14953,"Buckeye Hills Career Center",2073300,NA,NA,NA,NA,NA,1,NA,1,5520,NA,NA,NA,5520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6625","0.0375","0.625","0.3375","0.61452514"
"6586",12773,1,NA,NA,NA,9437,"Butler Tech-D Russel Lee Career Center",2192100,NA,NA,0.7409,NA,NA,0.8098,NA,NA,19533,NA,NA,NA,19133,20250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19533,NA,NA,NA,20250,NA,NA,NA,NA,NA,NA,NA,"0.504201681","0.022408964","0.481792717","0.495798319","0.616926503"
"6530",6644,1,NA,NA,NA,12810,"Canton City Schools Adult Career and Technical Education",2140700,NA,NA,0.6075,NA,NA,0.9474,NA,0.8571,14571,NA,NA,NA,13717,17010,18110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14129,NA,NA,NA,17560,NA,NA,NA,NA,NA,NA,NA,"0.632653061","0.047619048","0.585034014","0.367346939","0.739884393"
"27000",14903,2,31990,31990,8743,9026,"Capital University",302300,13,10,0.7604,39,0.7436,NA,0,NA,NA,22271,NA,NA,NA,NA,NA,NA,NA,19551,20708,22338,22993,24265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20005,NA,NA,NA,21677,NA,23699,NA,NA,NA,NA,"0.324745763","0.009491525","0.315254237","0.675254237","0.339848676"
NA,3024,3,NA,NA,NA,3077,"Valley Beauty School",3416400,NA,NA,NA,NA,NA,0.8,NA,NA,NA,7436,NA,NA,NA,NA,NA,NA,NA,5311,10472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7436,NA,NA,NA,10472,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"PrivacySuppressed",1935,3,NA,NA,NA,6317,"Carousel Beauty College-Middletown",1267200,NA,NA,NA,NA,NA,0,NA,1,NA,16561,NA,NA,NA,NA,NA,NA,NA,15549,16886,18948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16084,NA,NA,NA,17574,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.744186047"
"6510",3247,3,NA,NA,NA,8850,"Carousel Beauty College-Dayton",1216600,NA,NA,NA,NA,NA,0.25,NA,NA,NA,13844,NA,NA,NA,NA,NA,NA,NA,13844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.62037037","0.064814815","0.555555556","0.37962963","0.818548387"
NA,2076,3,NA,NA,NA,6895,"Carousel of Miami Valley Beauty College",1267400,NA,NA,NA,NA,NA,0.5,NA,0.75,NA,13165,NA,NA,NA,NA,NA,NA,NA,13342,11858,13058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13177,NA,NA,NA,12458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25000",23269,2,41800,41800,10272,31974,"Case Western Reserve University",302400,14,12,0.4188,NA,0.9424,NA,1,NA,NA,25341,NA,NA,NA,NA,NA,NA,NA,15222,20225,24002,29446,31989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17461,NA,NA,NA,22263,NA,30955,NA,NA,NA,NA,"0.142966949","0.007686395","0.135280553","0.857033052","PrivacySuppressed"
"25000",15386,2,26420,26420,6831,9988,"Cedarville University",302500,11,12,0.7401,54,0.852,NA,NA,NA,NA,22130,NA,NA,NA,NA,NA,NA,NA,17166,18325,21045,23271,25271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17740,NA,NA,NA,20037,NA,24285,NA,NA,NA,NA,"0.142589118","PrivacySuppressed","0.141651032","0.857410882","0.147601476"
"21000",4095,1,4296,7056,5801,4088,"Central Ohio Technical College",1104600,3,2,NA,NA,NA,0.4308,NA,0.3865,10402,NA,NA,NA,9539,10294,12334,13591,12755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9680,NA,NA,NA,11262,NA,13264,NA,NA,NA,NA,NA,"0.56506584","0.034082107","0.530983734","0.43493416","PrivacySuppressed"
"9500",4053,2,NA,NA,NA,3909,"Central School of Practical Nursing",1224800,NA,NA,NA,NA,NA,0.7755,NA,NA,NA,16669,NA,NA,NA,NA,NA,NA,NA,16337,16825,17461,18665,18708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16415,NA,NA,NA,17020,NA,18681,NA,NA,NA,NA,"0.594594595","0.081081081","0.513513514","0.405405405","0.791666667"
"39068",4338,1,6058,13510,6423,6839,"Central State University",302600,11,9,0.3328,NA,0.5279,NA,0.3077,NA,11172,NA,NA,NA,10702,10907,13365,12579,13942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10734,NA,NA,NA,12061,NA,13075,NA,NA,NA,NA,NA,"0.448795181","0.031124498","0.417670683","0.551204819","0.716237942"
"21911",9272,2,9070,9070,3681,2918,"Chatfield College",1088000,1,3,NA,30,NA,0.3333,NA,0.2687,NA,8497,NA,NA,NA,NA,NA,NA,NA,7944,8414,11852,14192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7998,NA,NA,NA,9703,NA,14192,NA,NA,NA,NA,"0.603112841","0.050583658","0.552529183","0.39688716","0.869230769"
"5500",2335,1,8000,8000,NA,3328,"Choffin Career and Technical Center",747300,NA,NA,NA,NA,NA,0.9167,NA,0.9545,16906,NA,NA,NA,16761,19426,19851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16874,NA,NA,NA,19511,NA,NA,NA,NA,NA,NA,NA,"0.592356688","0.025477707","0.566878981","0.407643312","0.685393258"
"20000",13068,2,18883,18883,6507,10770,"The Christ College of Nursing and Health Sciences",648900,1,2,0.525,NA,NA,NA,NA,NA,NA,22009,NA,NA,NA,NA,NA,NA,NA,18397,18268,23348,24988,24546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18358,NA,NA,NA,21824,NA,24723,NA,NA,NA,NA,"0.463592233","0.031553398","0.432038835","0.536407767","0.422222222"
"27000",9940,2,15266,15266,5323,6054,"Cincinnati Christian University",302900,NA,NA,0.6398,48,0.77,NA,0.3333,NA,NA,17226,NA,NA,NA,NA,NA,NA,NA,10760,13136,19427,20390,20655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11297,NA,NA,NA,17959,NA,20474,NA,NA,NA,NA,"0.376899696","0.024316109","0.352583587","0.623100304","0.388586957"
"16655",14706,2,NA,NA,4758,5475,"Cincinnati College of Mortuary Science",1090600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.5"
"23947.5",12384,1,10784,25816,9079,10476,"University of Cincinnati-Main Campus",312500,15,12,0.7325,NA,0.8462,NA,0.6071,NA,21681,NA,NA,NA,15961,17982,21694,24005,24392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16803,NA,NA,NA,20364,NA,24211,NA,NA,NA,NA,NA,"0.359513535","0.019380149","0.340133386","0.640486465","PrivacySuppressed"
"17913",2767,1,3745,7232,7526,4627,"Cincinnati State Technical and Community College",1034500,4,1,NA,NA,NA,0.4791,NA,0.3843,7021,NA,NA,NA,6027,6816,8501,9321,9252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6177,NA,NA,NA,7694,NA,9293,NA,NA,NA,NA,NA,"0.50287401","0.041789654","0.461084356","0.49712599","0.68000518"
