"GRAD_DEBT_MDN_SUPP","TUITFTE","CONTROL","TUITIONFEE_IN","TUITIONFEE_OUT","AVGFACSAL","INEXPFTE","INSTNM","OPEID","CCSIZSET","CCUGPROF","ADM_RATE","RELAFFIL","RET_FT4","RET_FTL4","RET_PT4","RET_PTL4","NPT4_PUB","NPT4_PRIV","NPT4_PROG","NPT4_OTHER","NPT41_PUB","NPT42_PUB","NPT43_PUB","NPT44_PUB","NPT45_PUB","NPT41_PRIV","NPT42_PRIV","NPT43_PRIV","NPT44_PRIV","NPT45_PRIV","NPT41_PROG","NPT42_PROG","NPT43_PROG","NPT44_PROG","NPT45_PROG","NPT41_OTHER","NPT42_OTHER","NPT43_OTHER","NPT44_OTHER","NPT45_OTHER","NPT4_048_PUB","NPT4_048_PRIV","NPT4_048_PROG","NPT4_048_OTHER","NPT4_3075_PUB","NPT4_3075_PRIV","NPT4_75UP_PUB","NPT4_75UP_PRIV","NPT4_3075_PROG","NPT4_3075_OTHER","NPT4_75UP_PROG","NPT4_75UP_OTHER","PAR_ED_PCT_1STGEN","PAR_ED_PCT_MS","PAR_ED_PCT_HS","PAR_ED_PCT_PS","INC_PCT_LO" 
"14761",5120,3,NA,NA,NA,4071,"Regina's College of Beauty-Monroe",4115700,NA,NA,NA,NA,NA,0.6957,NA,0.25,NA,10278,NA,NA,NA,NA,NA,NA,NA,10278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.544354839","0.048387097","0.495967742","0.455645161","0.965116279"
NA,1045,1,2363,8507,4596,6476,"Montgomery Community College",808700,2,1,NA,NA,NA,0.4831,NA,0.3478,5550,NA,NA,NA,5641,6163,4081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5723,NA,NA,NA,5271,NA,NA,NA,NA,NA,NA,NA,"0.536842105","0.092105263","0.444736842","0.463157895","0.739229025"
"27000",8906,2,23520,23520,5125,4259,"Montreat College",294800,10,10,0.5429,66,0.5789,NA,0.75,NA,NA,18096,NA,NA,NA,NA,NA,NA,NA,14675,14935,18586,17859,24654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14785,NA,NA,NA,17037,NA,20797,NA,NA,NA,NA,"0.387012987","0.033766234","0.353246753","0.612987013","0.406976744"
"26500",9598,2,17300,17300,6231,3143,"Mount Olive College",294900,9,11,0.4979,100,0.6371,NA,0.5521,NA,NA,12144,NA,NA,NA,NA,NA,NA,NA,11553,10035,9758,14201,14109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11089,NA,NA,NA,9918,NA,14158,NA,NA,NA,NA,"0.442434211","0.038377193","0.404057018","0.55756579","PrivacySuppressed"
"7810",5910,3,NA,NA,NA,3715,"College of Wilmington",2205000,NA,NA,NA,NA,NA,0.6667,NA,NA,NA,12038,NA,NA,NA,NA,NA,NA,NA,11331,12651,NA,15460,15460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11571,NA,NA,NA,12651,NA,15460,NA,NA,NA,NA,"0.487719298","0.024561404","0.463157895","0.512280702","0.790960452"
"9446.5",909,1,2408,8552,4896,5495,"Nash Community College",855700,2,2,NA,NA,NA,0.519,NA,0.4662,6417,NA,NA,NA,6059,6774,7732,10933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6211,NA,NA,NA,7109,NA,10933,NA,NA,NA,NA,NA,"0.546369899","0.049284579","0.497085321","0.453630101","PrivacySuppressed"
"23005.5",5098,1,5422,16503,8227,9006,"North Carolina A & T State University",290500,13,9,0.6964,NA,0.7977,NA,0.625,NA,8379,NA,NA,NA,6743,7460,10699,13450,13555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6966,NA,NA,NA,8654,NA,13484,NA,NA,NA,NA,NA,"0.304832714","0.0133829","0.291449814","0.695167286","PrivacySuppressed"
"20508",6151,1,6241,20063,7371,9085,"University of North Carolina at Asheville",290700,13,13,0.6403,NA,0.8025,NA,1,NA,11765,NA,NA,NA,7134,8746,12009,15374,15848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7798,NA,NA,NA,10639,NA,15592,NA,NA,NA,NA,NA,"0.224743778","0.012445095","0.212298682","0.775256223","0.439750693"
"15906",11914,1,8340,30122,11392,25891,"University of North Carolina at Chapel Hill",297400,16,12,0.2759,NA,0.9609,NA,1,NA,13322,NA,NA,NA,5729,7561,12581,18312,21885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6543,NA,NA,NA,10217,NA,20223,NA,NA,NA,NA,NA,"0.205192439","0.016397176","0.188795263","0.794807561","0.280458775"
"23005",7019,1,6107,18636,8337,8855,"University of North Carolina at Charlotte",297500,16,11,0.6852,NA,0.8038,NA,0.5172,NA,12268,NA,NA,NA,8375,9231,12069,16277,17531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8710,NA,NA,NA,10773,NA,16828,NA,NA,NA,NA,NA,"0.288478648","0.019239324","0.269239324","0.711521352","PrivacySuppressed"
"22500",5580,1,6382,20180,7926,8803,"University of North Carolina at Greensboro",297600,16,11,0.6002,NA,0.7386,NA,0.3889,NA,11010,NA,NA,NA,7392,8744,12243,16618,17099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7880,NA,NA,NA,10483,NA,16814,NA,NA,NA,NA,NA,"0.314623099","0.020867033","0.293756066","0.685376901","PrivacySuppressed"
"30203",4987,1,5526,16099,7653,10084,"North Carolina Central University",295000,13,9,0.5033,NA,0.7318,NA,0.3,NA,10214,NA,NA,NA,8699,9879,13076,16639,16856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8995,NA,NA,NA,11027,NA,16708,NA,NA,NA,NA,NA,"0.343273691","0.021537442","0.321736249","0.656726309","PrivacySuppressed"
"26187.5",11470,1,8271,21416,6953,20892,"University of North Carolina School of the Arts",398100,NA,NA,0.4521,NA,0.848,NA,NA,NA,11759,NA,NA,NA,4878,8976,11595,16696,18826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7155,NA,NA,NA,10348,NA,17406,NA,NA,NA,NA,NA,"0.174050633","0.006329114","0.167721519","0.825949367","0.283536585"
"20500",7952,1,8206,21661,9774,13831,"North Carolina State University at Raleigh",297200,16,12,0.5001,NA,0.9258,NA,0.7143,NA,13164,NA,NA,NA,6456,7636,11956,16919,19500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6973,NA,NA,NA,10160,NA,18261,NA,NA,NA,NA,NA,"0.198415265","0.011966365","0.1864489","0.801584735","0.272572138"
"22920",12302,2,26632,26632,5438,5604,"North Carolina Wesleyan College",295100,10,10,0.4676,71,0.4887,NA,0,NA,NA,19532,NA,NA,NA,NA,NA,NA,NA,16913,17185,21863,22164,27665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16974,NA,NA,NA,19572,NA,25204,NA,NA,NA,NA,"0.479400749","0.041198502","0.438202247","0.520599251","PrivacySuppressed"
"20624",7096,1,6343,18480,7872,7865,"University of North Carolina Wilmington",298400,16,13,0.5419,NA,0.864,NA,0,NA,13618,NA,NA,NA,7958,9275,13141,16968,17730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8543,NA,NA,NA,11526,NA,17384,NA,NA,NA,NA,NA,"0.246215494","0.009349956","0.236865539","0.753784506","0.335564854"
"PrivacySuppressed",900,1,2326,8470,4875,7345,"Pamlico Community College",703100,1,2,NA,NA,NA,0.5213,NA,0.5753,6432,NA,NA,NA,6286,6035,10862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6211,NA,NA,NA,6725,NA,NA,NA,NA,NA,NA,NA,"0.512195122","0.030487805","0.481707317","0.487804878","0.788944724"
"25488",11537,2,23900,23900,4217,5032,"William Peace University",295300,6,9,0.9086,66,0.6681,NA,NA,NA,NA,18396,NA,NA,NA,NA,NA,NA,NA,15195,17245,17789,25530,30762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15692,NA,NA,NA,17525,NA,28079,NA,NA,NA,NA,"0.333333333","0.029150824","0.30418251","0.666666667","PrivacySuppressed"
"21000",3693,1,5144,14351,6516,7001,"University of North Carolina at Pembroke",295400,13,9,0.7204,NA,0.6759,NA,0,NA,10301,NA,NA,NA,8153,8808,11931,14263,15253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8345,NA,NA,NA,10293,NA,14635,NA,NA,NA,NA,NA,"0.353626456","0.0263059","0.327320556","0.646373544","0.514266532"
"24180",11155,2,24150,24150,5808,6191,"Pfeiffer University",295500,10,9,0.9609,71,0.6449,NA,NA,NA,NA,20967,NA,NA,NA,NA,NA,NA,NA,19427,19653,20917,21525,24556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19506,NA,NA,NA,20304,NA,23138,NA,NA,NA,NA,"0.378071834","0.017013233","0.361058601","0.621928166","PrivacySuppressed"
"20500",6493,2,12455,12455,3006,3454,"Piedmont International University",295600,NA,NA,0.4884,54,0.5806,NA,NA,NA,NA,16134,NA,NA,NA,NA,NA,NA,NA,14527,11905,16900,19591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13544,NA,NA,NA,15651,NA,19591,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.381355932"
"9500",1074,1,2411,8555,5045,8216,"Piedmont Community College",964600,2,2,NA,NA,NA,0.6402,NA,0.4143,9878,NA,NA,NA,9265,10249,11014,13146,14632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9436,NA,NA,NA,10621,NA,13332,NA,NA,NA,NA,NA,"0.525473071","0.048034935","0.477438137","0.474526929","PrivacySuppressed"
"12625",1223,1,1979,8122,5948,4856,"Pitt Community College",406200,4,2,NA,NA,NA,0.6834,NA,0.393,5000,NA,NA,NA,3976,5212,6380,9443,9575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4204,NA,NA,NA,5721,NA,9494,NA,NA,NA,NA,NA,"0.47173044","0.043974872","0.427755568","0.52826956","PrivacySuppressed"
"25000",14098,2,29800,29800,4064,9180,"Queens University of Charlotte",295700,10,8,0.7686,66,0.6994,NA,0.6667,NA,NA,23166,NA,NA,NA,NA,NA,NA,NA,20805,20142,21916,24285,26429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20614,NA,NA,NA,21259,NA,25568,NA,NA,NA,NA,"0.299261084","0.022167488","0.277093596","0.700738916","0.43"
"PrivacySuppressed",820,1,1790,6398,4903,4313,"Randolph Community College",544700,2,2,NA,NA,NA,0.6766,NA,0.4821,8649,NA,NA,NA,8435,9024,8894,10464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8589,NA,NA,NA,8971,NA,10464,NA,NA,NA,NA,NA,"0.575859744","0.076196898","0.499662846","0.424140256","PrivacySuppressed"
"PrivacySuppressed",567,1,2366,8510,5837,4835,"Richmond Community College",546400,2,2,NA,NA,NA,0.605,NA,0.4903,6532,NA,NA,NA,6489,6428,7365,7559,6915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6479,NA,NA,NA,6672,NA,7237,NA,NA,NA,NA,NA,"0.538461539","0.056089744","0.482371795","0.461538462","PrivacySuppressed"
"32445",6808,2,12160,12160,5186,3846,"Mid-Atlantic Christian University",2280900,8,11,0.4107,48,0.5429,NA,NA,NA,NA,17159,NA,NA,NA,NA,NA,NA,NA,16283,13862,17667,20038,22340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15476,NA,NA,NA,15447,NA,20805,NA,NA,NA,NA,"0.443661972","0.056338028","0.387323944","0.556338028","0.60625"
"PrivacySuppressed",617,1,2389,8533,5471,5397,"Roanoke-Chowan Community College",861300,2,1,NA,NA,NA,0.4918,NA,0.36,3568,NA,NA,NA,3440,4002,4216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3521,NA,NA,NA,4073,NA,NA,NA,NA,NA,NA,NA,"0.559322034","0.05811138","0.501210654","0.440677966","PrivacySuppressed"
"10500",600,1,2368,8512,5464,6940,"Robeson Community College",861200,2,2,NA,NA,NA,0.4194,NA,0.3605,7530,NA,NA,NA,7491,7663,7820,8509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7507,NA,NA,NA,7721,NA,8509,NA,NA,NA,NA,NA,"0.502927781","0.055953156","0.446974626","0.497072219","PrivacySuppressed"
"PrivacySuppressed",1023,1,1832,6428,4855,6178,"Rockingham Community College",295800,2,2,NA,NA,NA,0.5134,NA,0.4525,7248,NA,NA,NA,7208,7213,7355,8145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7209,NA,NA,NA,7269,NA,8145,NA,NA,NA,NA,NA,"0.560185185","0.061342593","0.498842593","0.439814815","PrivacySuppressed"
"9500",792,1,2420,8564,5375,3953,"Rowan-Cabarrus Community College",575400,3,1,NA,NA,NA,0.5085,NA,0.2215,5150,NA,NA,NA,4831,4749,6896,9155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4813,NA,NA,NA,5701,NA,9155,NA,NA,NA,NA,NA,"0.50127486","0.04436512","0.45690974","0.49872514","PrivacySuppressed"
"37000",7143,2,17890,17890,5105,6544,"Saint Augustine's University",296800,11,9,0.6738,73,0.6125,NA,NA,NA,NA,23409,NA,NA,NA,NA,NA,NA,NA,23797,23306,18474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23723,NA,NA,NA,21865,NA,NA,NA,NA,NA,NA,"0.396593674","0.020681265","0.375912409","0.603406326","PrivacySuppressed"
"23000",7802,2,24566,24566,5969,7665,"Salem College",296000,8,11,0.582,44,0.7965,NA,NA,NA,NA,15895,NA,NA,NA,NA,NA,NA,NA,12323,13372,15922,20047,25398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12722,NA,NA,NA,14812,NA,22128,NA,NA,NA,NA,"0.358490566","0.016771489","0.341719078","0.641509434","0.503773585"
"PrivacySuppressed",1121,1,2365,8509,4929,9059,"Sampson Community College",789200,2,1,NA,NA,NA,0.4573,NA,0.3519,10189,NA,NA,NA,10041,10272,10902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10087,NA,NA,NA,10539,NA,NA,NA,NA,NA,NA,NA,"0.55511022","0.090180361","0.46492986","0.44488978","PrivacySuppressed"
"PrivacySuppressed",1158,1,2385,8529,5454,4737,"Sandhills Community College",296100,3,2,NA,NA,NA,0.4884,NA,0.1356,8595,NA,NA,NA,8528,8701,8760,10189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8566,NA,NA,NA,8724,NA,10189,NA,NA,NA,NA,NA,"0.451907577","0.045137023","0.406770554","0.548092423","PrivacySuppressed"
"39748",12726,2,16480,16480,4929,6872,"Shaw University",296200,10,9,0.5449,54,0.4263,NA,0.0833,NA,NA,18849,NA,NA,NA,NA,NA,NA,NA,18089,18944,20250,22544,26222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18236,NA,NA,NA,19457,NA,23157,NA,NA,NA,NA,"0.448598131","0.023364486","0.425233645","0.551401869","0.695281782"
"10500",8277,3,NA,NA,NA,4099,"Paul Mitchell the School-Fayetteville",1179900,NA,NA,NA,NA,NA,1,NA,0.8889,NA,13480,NA,NA,NA,NA,NA,NA,NA,12898,14278,15666,15666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13071,NA,NA,NA,14972,NA,15666,NA,NA,NA,NA,"0.40509915","0.021246459","0.383852691","0.59490085","0.643765903"
"20412.5",9384,2,23332,23332,5181,6704,"St Andrews University",154001,8,11,0.6448,66,0.701,NA,NA,NA,NA,19342,NA,NA,NA,NA,NA,NA,NA,10936,22122,26612,22836,23306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14237,NA,NA,NA,24540,NA,23033,NA,NA,NA,NA,"0.374531835","0.021223471","0.353308365","0.625468165","0.431767338"
"9083",9530,3,NA,NA,NA,6767,"Empire Beauty School-Matthews",945908,NA,NA,NA,NA,NA,0.7429,NA,0,NA,13183,NA,NA,NA,NA,NA,NA,NA,12983,12765,15859,17709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12951,NA,NA,NA,13609,NA,17709,NA,NA,NA,NA,"0.545943041","0.053197206","0.492745836","0.454056959","0.772173182"
"7200",1007,1,2416,8561,5428,8355,"Southeastern Community College",296400,2,1,NA,NA,NA,0.4833,NA,0.3407,8355,NA,NA,NA,7897,8468,10461,12282,12282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8006,NA,NA,NA,9070,NA,12282,NA,NA,NA,NA,NA,"0.493902439","0.063414634","0.430487805","0.506097561","0.797116375"
"9500",1157,1,2086,7462,4859,6125,"Southwestern Community College",846600,2,1,NA,NA,NA,0.5693,NA,0.4819,8194,NA,NA,NA,7814,8516,9294,11077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7980,NA,NA,NA,8824,NA,11077,NA,NA,NA,NA,NA,"0.470427662","0.060964513","0.409463148","0.529572339","0.720190779"
"PrivacySuppressed",977,1,2412,8556,4309,4827,"Stanly Community College",1119400,2,1,NA,NA,NA,0.5439,NA,0.3196,11415,NA,NA,NA,11103,11664,12192,12533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11231,NA,NA,NA,11915,NA,12533,NA,NA,NA,NA,NA,"0.522992985","0.038191738","0.484801247","0.477007015","0.702169625"
NA,5740,2,7016,7016,6374,4420,"Southeastern Baptist Theological Seminary",296300,NA,NA,0.6721,75,0.8082,NA,0.7333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PrivacySuppressed",904,1,2401,8545,5354,5053,"Surry Community College",297000,3,2,NA,NA,NA,0.6358,NA,0.3852,8663,NA,NA,NA,8433,8883,9330,9305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8537,NA,NA,NA,9081,NA,9305,NA,NA,NA,NA,NA,"0.539363484","0.077889447","0.461474037","0.460636516","0.68794835"
"PrivacySuppressed",1153,1,2175,7935,6256,4762,"Alamance Community College",546300,3,1,NA,NA,NA,0.6349,NA,0.4488,10311,NA,NA,NA,10155,10838,11175,1617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10324,NA,NA,NA,10981,NA,1617,NA,NA,NA,NA,NA,"0.520225294","0.069124424","0.451100871","0.479774706","PrivacySuppressed"
"9656",613,1,2346,8490,5097,5224,"Tri-County Community College",943000,2,1,NA,NA,NA,0.561,NA,0.55,7003,NA,NA,NA,6323,7175,8490,NA,9835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6589,NA,NA,NA,7716,NA,9835,NA,NA,NA,NA,NA,"0.501538462","0.058461539","0.443076923","0.498461539","PrivacySuppressed"
"9500",1326,1,1826,6434,4851,5123,"Vance-Granville Community College",990300,3,1,NA,NA,NA,0.633,NA,0.511,8020,NA,NA,NA,7411,8121,9366,11205,12680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7566,NA,NA,NA,8614,NA,11500,NA,NA,NA,NA,NA,"0.54592721","0.065857886","0.480069324","0.45407279","PrivacySuppressed"
"22810",28474,2,44742,44742,10928,26136,"Wake Forest University",297800,14,12,0.352,NA,0.9294,NA,NA,NA,NA,34139,NA,NA,NA,NA,NA,NA,NA,21854,28079,31941,34631,42543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26148,NA,NA,NA,30068,NA,39226,NA,NA,NA,NA,"0.127039627","0.008158508","0.118881119","0.872960373","0.183465459"
"13721.5",1588,1,2485,8629,5094,4394,"Wake Technical Community College",484400,4,1,NA,NA,NA,0.6973,NA,0.4535,8991,NA,NA,NA,7802,8502,10147,12345,12940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7993,NA,NA,NA,9177,NA,12593,NA,NA,NA,NA,NA,"0.399174884","0.037029583","0.362145301","0.600825116","PrivacySuppressed"
"21500",14540,2,29540,29540,5066,10902,"Warren Wilson College",297900,11,12,0.696,NA,0.6869,NA,NA,NA,NA,22791,NA,NA,NA,NA,NA,NA,NA,17500,21629,22197,26338,30920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18728,NA,NA,NA,21947,NA,28893,NA,NA,NA,NA,"0.176623377","0.007792208","0.168831169","0.823376623","0.360493827"
NA,13716,2,NA,NA,NA,10361,"Watts School of Nursing",648300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7891",888,1,2380,8524,4787,5300,"Wayne Community College",298000,3,2,NA,NA,NA,0.5172,NA,0.3445,4675,NA,NA,NA,4380,4611,5441,5473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4442,NA,NA,NA,4987,NA,5473,NA,NA,NA,NA,NA,"0.509228585","0.053478467","0.455750118","0.490771415","PrivacySuppressed"
"8750",768,1,2326,8508,5435,6183,"Western Piedmont Community College",298200,3,2,NA,NA,NA,0.6068,NA,0.3929,7502,NA,NA,NA,7070,7663,8238,11469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7227,NA,NA,NA,7888,NA,11469,NA,NA,NA,NA,NA,"0.528791565","0.074614761","0.454176805","0.471208435","0.724342105"
"9000",837,1,2418,8562,5089,6865,"Wilkes Community College",298300,2,2,NA,NA,NA,0.6452,NA,0.3253,5441,NA,NA,NA,4923,5647,6365,9007,4768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5156,NA,NA,NA,5904,NA,7947,NA,NA,NA,NA,NA,"0.537301587","0.065079365","0.472222222","0.462698413","PrivacySuppressed"
"6500",767,1,2393,8537,5041,5256,"Wilson Community College",484500,2,2,NA,NA,NA,0.5446,NA,0.587,8156,NA,NA,NA,7952,8130,8971,10580,12868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7979,NA,NA,NA,8395,NA,11343,NA,NA,NA,NA,NA,"0.563777994","0.076923077","0.486854917","0.436222006","PrivacySuppressed"
"25976.5",12360,2,25040,25040,7232,8685,"Wingate University",298500,11,10,0.793,NA,0.7536,NA,NA,NA,NA,15566,NA,NA,NA,NA,NA,NA,NA,13086,12689,13635,17051,19329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12930,NA,NA,NA,13258,NA,18244,NA,NA,NA,NA,"0.307535642","0.014256619","0.293279022","0.692464359","0.283236994"
"PrivacySuppressed",4279,2,4025,4025,NA,2560,"Carolina Christian College",3570300,NA,NA,NA,74,1,NA,NA,NA,NA,5718,NA,NA,NA,NA,NA,NA,NA,5718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.565217391"
NA,395,3,NA,NA,NA,1250,"Winston Salem Barber School",3009500,NA,NA,NA,NA,NA,0.7692,NA,NA,NA,6394,NA,NA,NA,NA,NA,NA,NA,6394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.511904762","0.035714286","0.476190476","0.488095238","0.867346939"
"27687",4135,1,5468,14281,7643,10878,"Winston-Salem State University",298600,13,9,0.5565,NA,0.75,NA,0.4,NA,8788,NA,NA,NA,7065,7964,11442,14500,14677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7329,NA,NA,NA,9328,NA,14545,NA,NA,NA,NA,NA,"0.371812703","0.025961984","0.345850719","0.628187297","PrivacySuppressed"
"21249",5283,1,6265,15862,7493,7906,"Western Carolina University",298100,13,11,0.3766,NA,0.7865,NA,0.75,NA,12380,NA,NA,NA,8558,9280,13161,16630,17432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8820,NA,NA,NA,11334,NA,16929,NA,NA,NA,NA,NA,"0.330245232","0.01852861","0.311716621","0.669754768","PrivacySuppressed"
"23203",15334,3,10764,10764,4631,4044,"Rasmussen College-North Dakota",869408,9,5,0.7982,NA,0,NA,0.3333,NA,NA,20179,NA,NA,NA,NA,NA,NA,NA,19910,20656,16894,NA,23688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20134,NA,NA,NA,19151,NA,23688,NA,NA,NA,NA,"0.498134918","0.04242271","0.455712208","0.501865082","PrivacySuppressed"
"12000",3833,1,3487,8062,5754,7948,"Bismarck State College",298800,12,6,NA,NA,NA,NA,NA,NA,7968,NA,NA,NA,4734,5638,8448,10206,10473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5175,NA,NA,NA,7116,NA,10318,NA,NA,NA,NA,NA,"0.292265193","0.011049724","0.28121547","0.707734807","0.333333333"
"20362",5100,1,5846,8198,6315,9327,"Dickinson State University",298900,10,8,0.4868,NA,0.5545,NA,0.4167,NA,10079,NA,NA,NA,8757,7447,10195,12171,12188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8102,NA,NA,NA,8761,NA,12179,NA,NA,NA,NA,NA,"0.37964775","0.02739726","0.352250489","0.620352251","0.38"
NA,4035,1,4210,4210,4921,11472,"Fort Berthold Community College",2553700,1,2,NA,NA,1,NA,NA,NA,6915,NA,NA,NA,6642,6910,8960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6659,NA,NA,NA,8277,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"11000",5026,3,NA,NA,NA,2600,"Josef's School of Hair Design Inc-Grand Forks",1040600,NA,NA,NA,NA,NA,0.9,NA,NA,NA,11747,NA,NA,NA,NA,NA,NA,NA,10107,13365,14365,15165,15165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10682,NA,NA,NA,13865,NA,15165,NA,NA,NA,NA,"0.344370861","PrivacySuppressed","0.337748344","0.655629139","0.560693642"
